query_norm,query_raw,brand,click_brand,label_id,label_reason,confidence,sample_weight,n_clicks,n_brands,brand_in_query,has_alias,is_category_only,tier,runner_up,weight_margin
стиральная машина узкая midea mf100w70 bs s,Стиральная машина узкая Midea MF100W70BS/S,Midea,Midea,42,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
разделочная,разделочная,NO_BRAND,Smart Solutions,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
хлебопечка redmond,хлебопечка redmond,Redmond,Redmond,50,brand_in_query,1.0,1.0,7,1,True,False,False,high,,1.0
мультирезка,мультирезка,NO_BRAND,Moulinex,65,category_only,0.3568824621997051,1.0,21,12,False,False,True,special,Oulemei,0.18020082857466777
компрессор автомобильный насос,компрессор автомобильный насос,NO_BRAND,БелАК,65,category_only,0.8,1.0,2,2,False,False,True,special,Cycplus,0.6000000000000001
candy smart pro csow4 глубина около 43 см,Candy Smart Pro CSOW4 (Глубина около 43 см),Candy,Candy,12,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
самсунг s25,самсунг s25,Samsung,Samsung,52,alias_hint,1.0,1.0,10,1,True,True,False,high,,1.0
морозильная камера хайер,морозильная камера хайер,Haier,Haier,27,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
airity,airity,UNKNOWN,AIRITY,66,ood_brand_surface,1.0,0.9,2,1,True,False,False,special,,1.0
сковорода tefal,сковорода  tefal,Tefal,Tefal,59,brand_in_query,1.0,1.0,5,1,True,False,False,high,,1.0
встраиваемая посудомоечная машина gorenje gv563c10,Встраиваемая посудомоечная машина Gorenje GV563C10,Gorenje,Gorenje,23,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
стирально сушильная машина,стирально сушильная машина,NO_BRAND,Casarte,65,category_only,0.3080379189494999,1.0,16,11,False,False,True,special,Hisense,0.07525654527796968
редми нот 13 256 гб черный,Редми нот 13 256 гб черный,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
samsung ww80agas22 ax ld,Samsung WW80AGAS22AX/LD,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
электрические плиты встраиваемая эдв gefest,электрические плиты встраиваемая эдв gefest,Gefest,Gefest,22,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
чехол магнитный ipad air,Чехол магнитный ipad air,Apple,Krutoff,2,alias_hint,1.0,1.0,1,1,False,True,False,high,,1.0
зубная щетка philips,зубная щетка philips,NO_BRAND,Philips,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0
hisense 75e7 s,Hisense 75e7s,Hisense,Hisense,29,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
ксиоми редми,ксиоми редми,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
samsung sc18m3140 vn,Samsung SC18M3140VN,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
airpods 4 mxp93,airpods 4 mxp93,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
candy aquamatic tempo aqua 114d2-07,Candy Aquamatic Tempo AQUA 114D2-07,Candy,Candy,12,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
электрические чайники фарфоровые,электрические чайники фарфоровые,NO_BRAND,Delta Lux,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
midea mg693 tgw,Midea MG693TGW,Midea,Midea,42,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
водонагреватель накопительный electrolux ewh 50 centurio iq 3.0 silver,Водонагреватель накопительный Electrolux EWH 50 Centurio IQ 3.0 Silver,Electrolux,Electrolux,21,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
garlyn мясорубка,garlyn мясорубка,UNKNOWN,Garlyn,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
стиральная машина lg f2y1ws6 w.agwpcom,"Стиральная машина LG F2Y1WS6W.AGWPCOM,",LG,LG,38,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
смеситель кухонный,смеситель кухонный,NO_BRAND,Frap,65,category_only,0.6073027209173666,1.0,3,3,False,False,True,special,Rose,0.3256550822310516
макбук айр на м2,макбук айр на м2,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
samsung galaxy tab s 10 fe,samsung galaxy tab s 10 fe,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
xiaomi планшет redmi pad 2 11 8 гб 256 гб,"Xiaomi Планшет Redmi Pad 2, 11"" 8 ГБ/256 ГБ",Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
кофе машина kyvol,кофе машина kYvol,NO_BRAND,Polaris,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
духовка bosch,духовка bosch,Bosch,Bosch,9,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0
gorenje bo73-ora w,Gorenje BO73-ORA-W,Gorenje,Gorenje,23,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
tcl 65c855 qd mini led,— TCL 65C855 (QD-Mini LED,TCL,TCL,56,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
planta mf-6 b,Planta MF-6B,UNKNOWN,Planta,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
смартфоны honor х7 д,смартфоны honor х7д,HONOR,HONOR,25,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
redmond ag1906 аэрогриль 5 л 9 программ бежевый,"REDMOND AG1906 Аэрогриль, 5 л, 9 программ, бежевый",Redmond,Redmond,50,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
набор электро инструментов,набор электро инструментов,NO_BRAND,мakPro,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
цветной струйный мфу снпч,цветной струйный мфу снпч,NO_BRAND,DELI,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
смартфоны apple iphone 17 pro,смартфоны apple iphone 17 pro,Apple,Apple,2,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
роутер netis,Роутер netis,UNKNOWN,Netis,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
maunfeld wind 60 a белый,MAUNFELD Wind 60 A белый,Maunfeld,Maunfeld,41,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
портативная акустика jbl charge 6 black,Портативная акустика JBL Charge 6 Black,JBL,JBL,32,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
смартфон infinix hot 60 i,смартфон infinix hot 60 i,Infinix,Infinix,31,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
защитное стекло на часы huawei,защитное стекло на часы huawei,HUAWEI,Krutoff,26,alias_hint,1.0,1.0,1,1,False,True,False,high,,1.0
телевизоры samsung 43,телевизоры samsung 43,Samsung,Samsung,52,alias_hint,0.9966042329789632,0.9966042329789632,50,2,True,True,False,high,SAMSUNG,0.9932084659579264
huawei mate view gt,huawei mate view gt,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
huawei nova y73,huawei nova y73,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,7,1,True,True,False,high,,1.0
игровые кресла,Игровые кресла,NO_BRAND,GameLab,65,category_only,0.4516129032258065,1.0,3,3,False,False,True,special,Thunderobot,0.0
холодильники haier c4f744 cgg,холодильники haier C4F744CGG,Haier,Haier,27,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
мышку logitech игровая,мышку logitech игровая,Logitech,Logitech,39,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
холодильники двухкамерные nofrost индезит,холодильники двухкамерные nofrost индезит,NO_BRAND,Indesit,65,category_only,1.0,1.0,3,1,False,False,True,special,,1.0
электрическая газовая духовка.,",электрическая газовая духовка.",NO_BRAND,Flama,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
айфон 16 востоновленный,айфон 16 востоновленный,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
gorenje плита,gorenje плита,Gorenje,Gorenje,23,brand_in_query,1.0,1.0,3,1,True,False,False,high,,1.0
яндекс станция 3 с алисой,Яндекс станция 3 с алисой,Яндекс,Яндекс,64,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
dreame l40 s ultra,Dreame L40s Ultra,Dreame,Dreame,19,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
подписка ps plus,подписка ps plus,NO_BRAND,ItHelper,65,category_only,0.8095238095238095,1.0,5,2,False,False,True,special,Sony,0.6190476190476192
стиральная машина candy rapido,стиральная машина candy rapido,Candy,Candy,12,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
macbook air m 2,macbook air m 2,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
dyson hs09,dyson hs09,Dyson,Dyson,20,brand_in_query,1.0,1.0,14,1,True,False,False,high,,1.0
узкая стир машина,Узкая стир машина,NO_BRAND,Toshiba,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
apple watch seres 11 gps 42 mm jet black,"Apple Watch seres 11 , gps 42mm jet black",Apple,Apple,2,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
встраиваемая посудомойка 60 см bosch,встраиваемая посудомойка 60см bosch,Bosch,Bosch,9,brand_in_query,1.0,1.0,5,1,True,False,False,high,,1.0
электрический чайник керамика,электрический чайник  керамика,NO_BRAND,Centek,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
стилус huawei m pencil pro,Стилус Huawei M-Pencil Pro,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
ноутбук honor magicbook x16 plus,ноутбук honor magicbook x16 plus,HONOR,HONOR,25,alias_hint,1.0,1.0,7,1,True,True,False,high,,1.0
gigabyte mo32 u,gigabyte mo32u,UNKNOWN,GIGABYTE,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
набор кухонных ножей tefal,набор кухонных ножей tefal,Tefal,Tefal,59,brand_in_query,1.0,1.0,4,1,True,False,False,high,,1.0
смартфон самсунг гелекси,смартфон самсунг гелекси,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
xолодильник indesit its 4180 ng,Холодильник Indesit ITS 4180 NG,Indesit,Indesit,30,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
смартфон tecno pova 7 pro 5 g,смартфон tecno pova 7 pro 5g,Tecno,Tecno,58,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
интерскол да-10,ИНТЕРСКОЛ ДА-10,UNKNOWN,ИНТЕРСКОЛ,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
стиральная машинка ld узкая,стиральная машинка LD узкая,NO_BRAND,Haier,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
haier 32 smart tv s2,Haier 32 smart tv s2,Haier,Haier,27,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
xiaomi buds,xiaomi buds,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,3,1,True,True,False,high,,1.0
electrolux eod5c50 z,Electrolux EOD5C50Z,Electrolux,Electrolux,21,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
кофеварка demiand,кофеварка demiand,DEMIAND,DEMIAND,16,brand_in_query,1.0,1.0,5,1,True,False,False,high,,1.0
haier hw60-bp12959 be,HAIER HW60-BP12959BE,Haier,Haier,27,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
наушники true wireless huawei,наушники true wireless huawei,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
самсунг смартфон,Самсунг смартфон,Samsung,Samsung,52,alias_hint,1.0,1.0,3,1,True,True,False,high,,1.0
dreame d10 s plus,Dreame D10s Plus,Dreame,Dreame,19,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
газовая плита лада,Газовая плита лада,NO_BRAND,de luxe,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
сушка для белья,сушка для белья,UNKNOWN,Leifheit,66,ambiguous_clicks,0.3805209513023783,0.9,5,5,False,False,False,special,Nika,0.14269535673839187
thunderobot df27c240 l,Thunderobot DF27C240L,Thunderobot,Thunderobot,60,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
яндекс станция лайт 2 графит,яндекс станция лайт 2 графит,Яндекс,Яндекс,64,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
планетарный миксер starwind,планетарный миксер starwind,NO_BRAND,Starwind,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0
холодильники weissgauff cbn2wc2w2,холодильники weissgauff cbn2wc2w2,UNKNOWN,Weissgauff,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
машинки для стрижки волос vgr,машинки для стрижки волос vgr,UNKNOWN,VGR,66,ood_brand_surface,0.6774193548387097,0.9,2,2,True,False,False,special,VGR Professional,0.35483870967741943
холодильник двухдверные,холодильник двухдверные,NO_BRAND,Midea,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
ardo холодильник,Ardo холодильник,UNKNOWN,Ardo,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
чайник со свистком плиты tefal,чайник со свистком плиты tefal,Tefal,Tefal,59,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
проводные наушники jbl с микрофоном,Проводные наушники jbl с микрофоном,JBL,JBL,32,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
чехол питака на самсунг 26 ультра,чехол питака на самсунг 26 ультра,Samsung,Pitaka,52,alias_hint,1.0,1.0,1,1,False,True,False,high,,1.0
колонка max mr-512,колонка max mr-512,UNKNOWN,MAX,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
яндекс лампочка,Яндекс лампочка,Яндекс,Яндекс,64,brand_in_query,1.0,1.0,3,1,True,False,False,high,,1.0
xолодильник midea однодверный встройка,Холодильник midea однодверный встройка,Midea,Midea,42,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
centek air кондиционер ct-65r07,centek air кондиционер ct-65r07,Centek,Centek,15,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
mi smart standing fan 2,mi smart standing fan 2,UNKNOWN,Mi,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
планшет huawei matepad pro papermatte,планшет HUAWEI MatePad Pro papermatte,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
realme 15 t,realme 15t,realme,realme,63,brand_in_query,1.0,1.0,11,1,True,False,False,high,,1.0
candy smart pro csw4,Candy SMART PRO CSW4,Candy,Candy,12,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
haier c4f640cxu1,Haier C4F640CXU1,Haier,Haier,27,alias_hint,1.0,1.0,7,1,True,True,False,high,,1.0
фен выпрямитель для волос,фен выпрямитель для волос,NO_BRAND,Be Mi,65,category_only,0.8446814482177939,1.0,5,3,False,False,True,special,Dyson,0.7060342408083076
sony плэйстешн 5 про набор,Sony плэйстешн 5 про набор,Sony,Sony,55,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
пылесосы вертикальные chingsh,пылесосы вертикальные chingsh,NO_BRAND,Karcher,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
электромясорубка тефаль,электромясорубка тефаль,NO_BRAND,Moulinex,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
морозильная камера beko freezerguard rfnk290e21 xbr 290 л .,морозильная камера Beko (FreezerGuard) RFNK290E21XBR (290 л) .,Beko,Beko,8,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
samsung s 24 fe,samsung s 24fe,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
xiaomi пад 8,xiaomi пад 8,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
hisense l9 q,hisense l9q,Hisense,Hisense,29,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
candy rapido,Candy Rapido,Candy,Candy,12,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
рация,рация,NO_BRAND,DECROSS,65,category_only,0.53273836626901,1.0,12,5,False,False,True,special,TYT,0.2930061014479555
logitech g 304 lightspeed,logitech g 304 lightspeed,Logitech,Logitech,39,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
шнур для айфон,Шнур для айфон,Apple,Keephone,2,alias_hint,1.0,1.0,1,1,False,True,False,high,,1.0
саундбар samsung hw b750 f,Саундбар Samsung HW-B750F,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
морозильной камерой haier no frost hf wg demo,морозильной камерой haier no frost HF WG DEMO,Haier,Haier,27,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
сзу samsung,сзу samsung,Samsung,Samsung,52,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
пароочиститель kitfort kt-1080,пароочиститель kitfort KT-1080,Kitfort,Kitfort,35,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
аэрогриль demiand sanders max,аэрогриль demiand sanders max,DEMIAND,DEMIAND,16,brand_in_query,1.0,1.0,9,1,True,False,False,high,,1.0
haier 55,Haier 55,Haier,Haier,27,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
